1.000000000000000000e+00,2.695188903808593750e+02,2.715735168457031250e+02,1.009280014038085938e+01,1.143039989471435547e+01,9.800665974617004395e-01,1.986693292856216431e-01
1.000000000000000000e+00,3.669318237304687500e+02,1.458456726074218750e+02,1.167360019683837891e+01,1.179520034790039062e+01,9.975510239601135254e-01,-6.994282454252243042e-02
1.000000000000000000e+00,2.682361755371093750e+02,7.878644561767578125e+01,1.215999984741210938e+01,1.252480030059814453e+01,4.175944626331329346e-01,-9.086335301399230957e-01
1.000000000000000000e+00,2.661243896484375000e+02,9.071067047119140625e+01,1.057919979095458984e+01,1.532159996032714844e+01,2.674989402294158936e-01,-9.635581374168395996e-01
1.000000000000000000e+00,2.787955322265625000e+02,8.099851226806640625e+01,1.167360019683837891e+01,1.544320011138916016e+01,6.216099262237548828e-01,-7.833269238471984863e-01
1.000000000000000000e+00,2.800316162109375000e+02,7.187802886962890625e+01,1.094400024414062500e+01,1.763199996948242188e+01,4.535960555076599121e-01,-8.912073969841003418e-01
1.000000000000000000e+00,3.082610473632812500e+02,1.705690307617187500e+02,1.167360019683837891e+01,1.580800056457519531e+01,3.058169782161712646e-01,-9.520903229713439941e-01
1.000000000000000000e+00,3.007087402343750000e+02,1.744513549804687500e+02,1.118720054626464844e+01,1.580800056457519531e+01,2.481753528118133545e-01,-9.687151312828063965e-01
1.000000000000000000e+00,3.134294738769531250e+02,1.985519866943359375e+02,1.276799964904785156e+01,1.532159996032714844e+01,3.716598749160766602e-01,-9.283689856529235840e-01
1.000000000000000000e+00,3.195276489257812500e+02,1.924779510498046875e+02,1.361919975280761719e+01,1.447039985656738281e+01,2.481753528118133545e-01,-9.687151312828063965e-01
1.000000000000000000e+00,3.020704345703125000e+02,2.207934722900390625e+02,9.241600036621093750e+00,1.665920066833496094e+01,3.901516795158386230e-01,-9.207506179809570312e-01
1.000000000000000000e+00,3.432424011230468750e+02,1.883820953369140625e+02,1.070079994201660156e+01,1.483519935607910156e+01,2.481753528118133545e-01,-9.687151312828063965e-01
1.000000000000000000e+00,3.385923461914062500e+02,1.985947265625000000e+02,9.971199989318847656e+00,1.422719955444335938e+01,3.993395268917083740e-01,-9.168031215667724609e-01
1.000000000000000000e+00,3.332331237792968750e+02,2.026002197265625000e+02,1.033600044250488281e+01,1.519999980926513672e+01,4.084874093532562256e-01,-9.127639532089233398e-01
1.000000000000000000e+00,3.259406127929687500e+02,2.047748107910156250e+02,1.045760059356689453e+01,1.301119899749755859e+01,3.716598749160766602e-01,-9.283689856529235840e-01
0.000000000000000000e+00,3.424659423828125000e+02,4.886433029174804688e+01,2.784640121459960938e+01,6.675839996337890625e+01,-3.515287935733795166e-01,9.361770749092102051e-01
