0.000000000000000000e+00,3.240709228515625000e+02,3.463155517578125000e+02,2.419840049743652344e+01,4.474880218505859375e+01,-9.203585796058177948e-03,9.999576210975646973e-01
0.000000000000000000e+00,3.331339111328125000e+02,3.671889877319335938e+01,2.334720039367675781e+01,4.936959838867187500e+01,7.962742820382118225e-04,9.999997019767761230e-01
0.000000000000000000e+00,3.832492675781250000e+02,1.065118942260742188e+02,2.395520019531250000e+01,5.471999740600585938e+01,8.080275058746337891e-01,-5.891447663307189941e-01
0.000000000000000000e+00,3.902026367187500000e+02,2.363783264160156250e+02,2.310400009155273438e+01,5.532799911499023438e+01,8.253355622291564941e-01,-5.646425485610961914e-01
0.000000000000000000e+00,3.841289672851562500e+02,2.739533691406250000e+02,2.334720039367675781e+01,4.778880310058593750e+01,-7.507546544075012207e-01,6.605811119079589844e-01
0.000000000000000000e+00,3.840200500488281250e+02,3.554235229492187500e+02,2.480640029907226562e+01,5.338240051269531250e+01,-7.306023836135864258e-01,6.828031539916992188e-01
0.000000000000000000e+00,3.771014099121093750e+02,3.913027648925781250e+02,2.164480018615722656e+01,4.110079956054687500e+01,-7.638152241706848145e-01,6.454349160194396973e-01
0.000000000000000000e+00,3.852574157714843750e+02,4.862628173828125000e+02,2.541440010070800781e+01,5.265280151367187500e+01,-7.702313065528869629e-01,6.377646327018737793e-01
0.000000000000000000e+00,2.766130371093750000e+02,1.557771606445312500e+02,2.359040069580078125e+01,4.863999938964843750e+01,-9.203585796058177948e-03,9.999576210975646973e-01
0.000000000000000000e+00,2.762559509277343750e+02,2.074556884765625000e+02,2.042879867553710938e+01,4.122240066528320312e+01,7.962742820382118225e-04,9.999997019767761230e-01
0.000000000000000000e+00,2.806434020996093750e+02,2.678890991210937500e+02,2.237440109252929688e+01,5.058560180664062500e+01,-5.916909128427505493e-02,9.982479810714721680e-01
0.000000000000000000e+00,4.933629455566406250e+02,3.635738220214843750e+02,2.346880149841308594e+01,5.168000030517578125e+01,1.079624984413385391e-02,-9.999417066574096680e-01
0.000000000000000000e+00,3.231280822753906250e+02,4.628174743652343750e+02,2.395520019531250000e+01,4.754559707641601562e+01,1.079617440700531006e-02,9.999417066574096680e-01
