0.000000000000000000e+00,3.105443420410156250e+02,2.827037658691406250e+02,2.419840049743652344e+01,4.474880218505859375e+01,-9.203585796058177948e-03,9.999576210975646973e-01
0.000000000000000000e+00,3.367892456054687500e+02,7.672480010986328125e+01,2.298239898681640625e+01,4.803200149536132812e+01,-4.918382689356803894e-02,9.987897276878356934e-01
0.000000000000000000e+00,3.397186279296875000e+02,1.354575195312500000e+02,2.310400009155273438e+01,4.438399887084960938e+01,7.962742820382118225e-04,9.999997019767761230e-01
0.000000000000000000e+00,3.787516784667968750e+02,1.587930297851562500e+02,2.213119888305664062e+01,4.377599716186523438e+01,7.712460160255432129e-01,-6.365371942520141602e-01
0.000000000000000000e+00,3.860661621093750000e+02,2.898714904785156250e+02,2.213119888305664062e+01,4.936959838867187500e+01,7.648422122001647949e-01,-6.442176699638366699e-01
0.000000000000000000e+00,3.843707275390625000e+02,3.244069213867187500e+02,2.359040069580078125e+01,4.608640289306640625e+01,8.196479678153991699e-01,-5.728675127029418945e-01
0.000000000000000000e+00,3.903434143066406250e+02,4.213179931640625000e+02,2.249600028991699219e+01,5.095040130615234375e+01,6.822211146354675293e-01,-7.311459183692932129e-01
0.000000000000000000e+00,3.416820983886718750e+02,4.142541198730468750e+02,2.249600028991699219e+01,4.632960128784179688e+01,2.079487591981887817e-02,9.997837543487548828e-01
0.000000000000000000e+00,3.920585327148437500e+02,5.450971069335937500e+02,2.395520019531250000e+01,5.471999740600585938e+01,8.196479678153991699e-01,-5.728675127029418945e-01
0.000000000000000000e+00,2.705071411132812500e+02,8.961400604248046875e+01,2.164480018615722656e+01,4.450559616088867188e+01,-9.203585796058177948e-03,9.999576210975646973e-01
0.000000000000000000e+00,2.778390808105468750e+02,3.095835876464843750e+02,2.249600028991699219e+01,4.742399978637695312e+01,-2.919954434037208557e-02,9.995735883712768555e-01
1.000000000000000000e+00,2.431844787597656250e+02,3.672193298339843750e+02,1.313279914855957031e+01,1.155200004577636719e+01,-9.577872753143310547e-01,-2.874779403209686279e-01
0.000000000000000000e+00,4.912528686523437500e+02,3.071193847656250000e+02,2.383360099792480469e+01,5.338240051269531250e+01,-9.203629568219184875e-03,-9.999576210975646973e-01
0.000000000000000000e+00,3.110581970214843750e+02,4.316643981933593750e+02,2.395520019531250000e+01,4.754559707641601562e+01,-1.920252479612827301e-02,9.998156428337097168e-01
